Title,ID,Comment
since1991 (since1991),jackloutter,: 推
since1991 (since1991),cxz123,: 需要有台哥大門號嗎？
since1991 (since1991),cxz123,: 需要台哥大門號怒噓。。。= =
since1991 (since1991),dahonehsueh,: 如果有搶到JCB 10%，那等於有16%了？
since1991 (since1991),dahonehsueh,: 我耍笨了，這張沒有JCB可以選....
since1991 (since1991),pk0943,": 辦企客方案99阿,有搶到jcb 10%等於1個月89元,沒搶到至少基"
since1991 (since1991),pk0943,": 本盤6%,變成月租93"
since1991 (since1991),pk0943,": 台哥大企客月租99綁約2年,網路流量3G,網內前3分鐘免費,網"
since1991 (since1991),pk0943,": 外送20分,沒送市話,每月有送100通話費,可抵網內外市話簡訊"
since1991 (since1991),jong0930,: 原本是中華499用戶，就是為了這6%回饋，特地去辦了月租9
since1991 (since1991),jong0930,: 9元台哥大企客專案，同時亦有備用的安卓nfc手機，現在出
since1991 (since1991),jong0930,": 門要帶兩支手機，hami ,google ,samsung,台灣pay,Wali"
since1991 (since1991),jong0930,: 錢包等，用得不亦樂乎。
since1991 (since1991),dahonehsueh,: 這張卡不是只有VISA嗎？沒JCB 10%可搶啊！要是有就
since1991 (since1991),dahonehsueh,: 變年度超級神卡了
since1991 (since1991),Feynman5566,: 剛好都有 超爽
since1991 (since1991),hojapaul,: 超爽用一年
since1991 (since1991),Kasamori54,: 只想拿來扣繳帳單，裝太多錢包有點煩
since1991 (since1991),cathy621,: 蝦在哪？是iphone不開放的問題吧
since1991 (since1991),zengda,: 想只用蘋果就就不要用啊XD
since1991 (since1991),zengda,: 這很明顯是為了推台哥+wali的方案吧
since1991 (since1991),tsukirit,: 貧果下神譚了，教徒還不認清，跟著陪葬吧
since1991 (since1991),leosky41,: 安卓台哥大用戶爽用一年
since1991 (since1991),garrson,: 不能用推到富邦or台哥大頭上，到底誰蝦...??
since1991 (since1991),a87992772,: 自動扣繳很難？
since1991 (since1991),bryan648,: 自動扣繳的問題是300以下（還是400？）它就會自動合併
since1991 (since1991),bryan648,: 結帳，自動順延到下一期繳款
since1991 (since1991),bryan648,: 然後你就會有一期沒消費，現金回饋自動歸零膏。富邦真
since1991 (since1991),bryan648,: 的很摳......
since1991 (since1991),bryan648,: 本來想拿來專門扣繳電信費。這張卡對iPhone 用戶根本沒
since1991 (since1991),bryan648,: 有其他功能XD
since1991 (since1991),bryan648,: 至於iPhone NFC的問題應該不是硬體。iPhone 8之後所有
since1991 (since1991),bryan648,: 國家販售的nfc chip都相同了。上海北京的交通卡也可以如
since1991 (since1991),bryan648,: 同日本suica使用了
since1991 (since1991),garrson,: 6%卡在2019根本神卡，就算帳單合併不出帳好了
since1991 (since1991),garrson,: 其他消費絕對用的到，吃歸零糕的人不會來逛卡板..放心
since1991 (since1991),garrson,: iphone用戶喔...幫不了你 XD    已雙棲很久
since1991 (since1991),bryan648,: Iphone沒人權啦 XD
since1991 (since1991),sfwejfish,: 噓死萬惡apple
rebot (長江七號),ziner1026,": 請問我是用iphone,我只代扣繳台哥大電信費,這樣有回"
rebot (長江七號),ziner1026,: 饋6%嗎?
rebot (長江七號),enamor753,: 羨慕台哥大用戶 遠傳QQ
rebot (長江七號),ziner1026,: 富邦網站上沒看到一定要安卓+NFC呀? 還是我漏看嗎?
rebot (長江七號),mshali,: 想問第二點，如果nfcsim卡在安卓機綁定升級後，再裝到ipho
rebot (長江七號),mshali,: ne上，一樣能正常使用，且有6%回饋嗎
rebot (長江七號),CLLIAO,: 所以只要店員確定能感應刷卡 wali錢包就一定能用對吧?
rebot (長江七號),bxxl,: 預付卡客戶可以嗎?
rebot (長江七號),pigmouse,: 我想問，可刷條碼嗎還是要用感應的?
rebot (長江七號),kalmia,: 必須是開啟wali的感應交易才有回饋6% 這點iPhone做不到
rebot (長江七號),kalmia,:  所以只限定安卓
rebot (長江七號),timeshadow,: 拿著聯名卡去直營門市刷就有6% 剛刷完
rebot (長江七號),timeshadow,: 不過剛溝通上有點誤會 所以繳完才知道要自動扣繳才6%
rebot (長江七號),timeshadow,: 我說的是指台哥大電信扣繳的部分
rebot (長江七號),kris0408,: 台哥企客方案目前有99方案到1/2，配上聯名卡新戶月租減
rebot (長江七號),kris0408,: 免可以更低，如果覺得一個月回饋能抵過月租費可以考慮
rebot (長江七號),oluba886,: 感謝熱心解說，比較想知道2019年新戶禮是啥再去辦
rebot (長江七號),john0227,: 感謝解惑，辦定了，還要升級wali UU卡，想問NFC-sim卡
rebot (長江七號),john0227,: 申請會不會很麻煩，剛好我家旁邊有一個直營門市
rebot (長江七號),cokelon,: 我這張打算辦一個最低不綁約月租型，等到卡辦下來再把號
rebot (長江七號),cokelon,: 碼退掉
rebot (長江七號),john0227,: 樓上c大不綁最低199，我綁約2年 前6個月248/後18個月49
rebot (長江七號),john0227,: 平均月租98.75 不過綁約有違約金問題就是了
rebot (長江七號),leisure0812,: 謝謝大大的心得 來的正是時候
rebot (長江七號),hemisofia,: 刷家樂福的神卡 可惜我辦不了QQ
rebot (長江七號),saiboos,: 申請nfc-sim前先不要綁定聯名卡，會無法產生自動加值的UU
rebot (長江七號),saiboos,: 卡，打了客服重新綁定才解決
rebot (長江七號),asmh,: 請問升級自動加值之後，就會馬上儲到500，還是要消費才會呢?
rebot (長江七號),kevinhongr,: 推測試整理.最近剛換iPhone只能放棄 Orz
rebot (長江七號),Forbes,: 我非台哥用戶 能註冊WALI 能綁富邦卡 只是辦不下台哥卡耶
rebot (長江七號),f23650789,: 那公司戶是不是就不能用了？
rebot (長江七號),toy4500809,: 預付卡還是不能換NFC-SIM吧?  第一種一般消費的行嗎
rebot (長江七號),Forbes,: 你的意思是 一樣能用WALI 一樣能綁富邦卡 只不能綁台哥卡?
rebot (長江七號),BBFT,: 剛剛打去客服問，一定要月租用戶才能辦聯名卡
rebot (長江七號),jc10755,: 所以台哥用戶但是用Iphone的，辦這張就只能拿來自動扣繳
rebot (長江七號),jc10755,: 而已了，對吧QQ
rebot (長江七號),Forbes,: 如果能綁卡 但不能辦卡 那就可能可以另辦個台哥門號 卡下
rebot (長江七號),Forbes,: 來之後 要退租也可以 從頭到尾都用 非台哥門號使用WALI
rebot (長江七號),Forbes,: 但如果 只要手機插的是非台哥SIM 就不給綁卡 那這招就不靈
rebot (長江七號),timeshadow,: 可是店員跟我說有耶..辦完自動扣繳電話費就有6%
rebot (長江七號),Conete,": 遠傳SIM+安卓手機, WALI綁台哥卡爽爽刷的路過"
rebot (長江七號),toy4500809,: 預付卡不給辦的話那就只好開大絕了XDDDDD
rebot (長江七號),john0227,: 樓上，想使用wali台哥大聯名卡6%卡，app會一直驗證sim卡
rebot (長江七號),john0227,: 門號與wali帳號關聯性
rebot (長江七號),Forbes,: 前面Conete大 所以是可行的?
rebot (長江七號),john0227,: 樓上的f大
rebot (長江七號),john0227,: wali可以用其他富邦卡，但6%卡會驗證sim卡，所以無法用
rebot (長江七號),john0227,: 這應該是原po想表達的
rebot (長江七號),Conete,": to F大, 至少我是可行的 https://i.imgur.com/h7uVWjd.png"
rebot (長江七號),LansingAltec,: 最近才換iphone....
rebot (長江七號),Conete,: 你A手機的wali跟B卡不同人吧? 我是自己的wali綁自己的卡
rebot (長江七號),alanchao,: 中華SIM卡，下載WALI後.綁聯名卡，刷卡正常
rebot (長江七號),Conete,": 嗯, 正確說法是, 我辦卡的當時有台哥大門號"
rebot (長江七號),kris0408,: 原PO的實測4不就是用非台哥sim卡綁聯名卡嗎？還是說測試
rebot (長江七號),kris0408,: 的非台哥sim卡也不是本人的呢？
rebot (長江七號),avbalance,: 推這篇詳細，小弟是台哥用戶今年就靠這張跟彰銀打天下
rebot (長江七號),avbalance,: 了 XD
rebot (長江七號),pk0943,: 預付卡不能換nfc sim卡
rebot (長江七號),ChangHash,: 約10年前用台哥大時有辦這張卡 當時覺得廢 現在變神卡
rebot (長江七號),inmee,: 手機沒NFC@@
rebot (長江七號),seha87,: 可惜沒趁今年還是台哥大用戶時辦卡啊
rebot (長江七號),kalmia,: 可以綁完換卡的話 想要拿亞太11門號配安卓nfc 用台哥大主
rebot (長江七號),kalmia,: 號綁卡完換亞太sim當支付手機
rebot (長江七號),kjw69,: 想辦月租過水等核卡再解約，只吃感應6%不吃悠遊6%應該可行
rebot (長江七號),AyanoGo,: 1張台哥聯名卡可以同時綁在2張本人的sim卡嗎?
rebot (長江七號),AyanoGo,: （1張台哥sim 1張非台哥)
rebot (長江七號),jwjang,: 請問在辦卡時填家人的台哥門號 綁定時用本人非台哥nfc-sim
rebot (長江七號),jwjang,": 及本人台哥卡, 這樣是可行的嗎?"
rebot (長江七號),jong0930,: 我就是有兩個門號，兩隻手機，中華和台哥大月租型(都是n
rebot (長江七號),jong0930,: fc sim卡)，申請了台哥大悠遊聯名卡，兩隻手機都有安Wal
rebot (長江七號),jong0930,: i錢包，也都有加載台哥大悠遊聯名卡，有問過富邦客服，
rebot (長江七號),jong0930,: 兩隻手機Wali錢包綁定的卡片，感應刷卡都有6%回饋。
rebot (長江七號),sihalon,: 本身iPhone台哥大月租，請問我能辦其他電信預付卡綁我另
rebot (長江七號),sihalon,: 一隻android nfc刷嗎，謝謝您
rebot (長江七號),hr07,: 可是我的台哥大SIM卡插在家裡的4G分享器 手機用台星和LM上
rebot (長江七號),hr07,: 網 用Wali感應刷了3筆 前天收到的帳單有6%回饋
rebot (長江七號),dahonehsueh,: 所以這張卡就是該綁的綁完就可以放在家裡了？
rebot (長江七號),sggs,: 家樂福神卡是永豐13%
rebot (長江七號),cfuil,: 去超商用wali感應沒回饋耶，剛電客服說什麼排除小額付費，
rebot (長江七號),cfuil,: 有人有聽說這種事嗎？
rebot (長江七號),hr07,: 注意事項有些一般消費排除超商NCCC小額等 6%要一般消費才算
rebot (長江七號),hr07,: 超商要用Wali悠遊卡才有6%加值回饋
rebot (長江七號),hr07,: 6%條件(2)Wali行動信用卡一般消費(不含保費)
rebot (長江七號),hr07,: 注意事項1「一般消費」定義：不包含……便利商店消費
rebot (長江七號),cfuil,: 感謝樓上解答
rebot (長江七號),jimyan36,: 早已爽用中
rebot (長江七號),Roderick,: 預付卡用戶可以申請嗎
rebot (長江七號),Roderick,: 推文看到了..
rebot (長江七號),pk0943,": 預付卡若可申請來玩6%,早就一大堆人辦了..."
rebot (長江七號),a2003515,: wali沒辦法即時查悠遊卡+刷卡消費很不方便
rebot (長江七號),garrson,: wali的悠遊是即時的啊
rebot (長江七號),abc95210,: 推超用心 原本已經想好要辦這張 瞬間破滅 因為我也是iPh
rebot (長江七號),abc95210,: one
rebot (長江七號),pk0943,: 買一台便宜安卓nfc手機吧
rebot (長江七號),pk0943,: 就像我為了用apple pay，花3500買二手iphone se 64g，已經
rebot (長江七號),pk0943,: 賺不少回來了。
rebot (長江七號),pppeko,: 謝謝資訊 哀鳳用戶心死
trytodo (赫),Qmmnmmnmmnmm,: 梅花標誌的商店的話 可搜詢「小額支付平台」裡面有
trytodo (赫),Qmmnmmnmmnmm,: 大至上的類別
trytodo (赫),Qmmnmmnmmnmm,: 不過這張綁Wali錢包是真的很實用 畢竟可感應的就6%
trytodo (赫),Qmmnmmnmmnmm,: 了（上限5000） 目前使用體驗不錯！
trytodo (赫),a0946113,: 比較想問用悠遊卡自動加值後刷全聯不知道有沒有6%
trytodo (赫),iori30016438,: 想知道+1
trytodo (赫),jimyan36,: 5000要單筆嗎？
trytodo (赫),jimyan36,: wali感應好難打開，是不是要有個順序
trytodo (赫),gausong,: 想問一下 我沒有換nfc sim卡 用感應刷卡的 這樣應該也是
trytodo (赫),gausong,: 有6％吧？
trytodo (赫),a0946113,: 實體卡感應刷卡只回饋1%吧
trytodo (赫),lss1022,: 這張信用卡要6%除了自動扣繳台哥大電信費外，悠遊卡和信
trytodo (赫),lss1022,: 用卡都是要換NFC SIM卡後，使用SIM卡的感應功能才有6%喔
trytodo (赫),lss1022,: ！
trytodo (赫),hr07,: 當初也被要求補件 打客服只問我台哥門號 (明明網頁申辦必填
trytodo (赫),hr07,: 我沒換NFC SIM卡也是可以下載到Wali錢包
trytodo (赫),hr07,: 這樣用Wali錢包感應會沒回饋嗎？
trytodo (赫),rebot,: 可以不用換nfc sim卡  只要綁定wali錢包 用wali pay感應付
trytodo (赫),rebot,: 款就有6% 11月帳單已入帳 確定是有的
trytodo (赫),hr07,: 網頁上6%通路寫「Wali行動信用卡一般消費(不含保費)」
trytodo (赫),hr07,: Wali悠遊卡自動加值6%才需要換NFC SIM卡吧
trytodo (赫),hr07,: 還要小心吃到龜苓膏
trytodo (赫),garrson,: wali只要不用悠遊卡/一卡通，其實不用換nfc-sim
trytodo (赫),garrson,: 6%只要聯名卡綁好，用wali感應刷卡就行
trytodo (赫),rebot,: 回饋金限下期折抵完 反正有綁自動扣繳台哥大手機費499元
trytodo (赫),rebot,: 回饋金上限300元應該都抵得完
trytodo (赫),garrson,: 一般刷卡消費6%太屌了，完全不擔心歸零問題
trytodo (赫),a6268538,: 108年神卡，前提要視台灣大哥大用戶
trytodo (赫),wagotow,: 可是我最近信用卡要綁wail，綁到一半出現xxx訊息，就沒
trytodo (赫),wagotow,: 辦法綁定，最後申請nfc-sim卡，才綁定成功
trytodo (赫),gausong,: 感謝r大經驗分享 我也不想去換sim卡XD
trytodo (赫),ezra,: 台哥大預付卡用戶也可以用wali?
trytodo (赫),oneone2,: 想問+1，台哥大預付卡可以辦NFC-SIM卡嗎
trytodo (赫),leosky41,: 6%好猛，要去辦卡了！
trytodo (赫),xgpwh,: 之前問過，預付卡不能申請nfc-sim，不知後來規定有沒有改
trytodo (赫),xgpwh,: 非台哥大用戶，剛剛試著安裝wali錢包，成功把數位生活卡加
trytodo (赫),xgpwh,: 入，「看起來」可以刷；那這張應該也可。前提是，手機有NFC
trytodo (赫),xgpwh,: 功能
trytodo (赫),diorleoroy,: 剛剛查了一下  是不是ios的用戶沒辦法用QQ  因為ios沒
trytodo (赫),diorleoroy,: 開放nfc的功能嗚嗚嗚
trytodo (赫),dubing,: 中華電信可以用嗎
i1i2mk (幸福小女人),KYOFIGHTER,:辦信用卡100%會拉聯徵看  跟存款戶無關(但可能有加分)
i1i2mk (幸福小女人),tper8042,":薪轉存摺主要是證明有固定收入。 這樣的條件應該""不太會"""
i1i2mk (幸福小女人),tper8042,:被打槍，但不敢保證。
i1i2mk (幸福小女人),kazafso,:商務卡標準較高，薪資太低也可能被打槍
LiN2828 (LiN),kloc,: 不是都免年費嗎? 怎不直接申請鈦金卡?
LiN2828 (LiN),kenny719,: 但今年收刷禮  不值得
LiN2828 (LiN),wiwi8031588,: 偷離題一下 昨天那場看到哭了XD
LiN2828 (LiN),reon568190,: 我是在球場直接辦的 給業務做業績 也是沒照會 雖然今
LiN2828 (LiN),reon568190,: 年的辦卡禮很差 但還是辦了
LiN2828 (LiN),n3m60511,: 平日坐Fubon Angels前面第一排只要$175，超值！
LiN2828 (LiN),juiping,: 熱區第一排，現在哪可能買得到！
uio3344 (UUU),gctseng,: 都收到卡片了，然後額度未知？
uio3344 (UUU),sohandsomeim,: 辦的不錯 但建議剪卡中信卡!
uio3344 (UUU),wekrafty,: 卡面蠻好看的，恭喜
uio3344 (UUU),pjung,: 中信linepay超好用，為何要剪
uio3344 (UUU),xgpwh,: 無腦中信黑。不講理由的
uio3344 (UUU),a0978673537,: 我昨天晚上官網新戶送件 未照會 今天下午直接核卡 富
uio3344 (UUU),a0978673537,: 邦真的神速！
uio3344 (UUU),t7788921,: 中信line pay比這張好用多了
uio3344 (UUU),t7788921,: 這張拿完行李箱可以準備冰起來了
uio3344 (UUU),PCC2003,: 這張平日看球好用啊
uio3344 (UUU),noweic,: 這張就是看球專用卡，行李箱真的好看，我喵喵都辦了
uio3344 (UUU),noweic,: 二樓說要剪中信的是爪酸吧
uio3344 (UUU),e71099,: 看球真的超讚 平日半價棒棒
uio3344 (UUU),gn0331,: 我家無論新辦或加辦，分行進件3天拿到卡!推
uio3344 (UUU),akanne,: 這張平日優惠很不錯，可惜平日很少能夠去新莊看球
uio3344 (UUU),akanne,: 行李箱好看
